104,-1,8,296,0,-2,0
104,-1,7,298,0,2,0
104,0,8,297,0,0,0
104,0,8,297,0,-1,0
104,-1,8,296,1,-1,0
104,-1,9,296,0,0,1
103,-1,9,297,-1,0,0
104,-1,8,297,0,0,1
104,-1,8,297,-1,0,0
103,0,9,297,0,0,-1
104,-1,8,296,0,-1,0
104,-1,8,297,0,-1,0
105,-1,8,297,-1,0,1
104,0,9,296,-1,0,-1
104,-1,9,297,0,0,0
104,-1,9,296,0,0,0
104,-1,10,296,0,0,0
103,-1,9,297,0,0,0
103,-1,8,297,0,0,1
104,0,8,297,-1,0,1
103,-1,8,297,-2,0,0
103,-1,9,298,1,0,0
104,-1,10,298,0,0,0
104,-1,9,297,-1,-1,-1
104,-1,8,296,0,1,0
103,-1,9,297,0,0,0
104,0,9,297,0,0,0
103,0,8,297,0,-1,0
105,0,9,298,0,0,2
104,-1,9,297,0,1,0
105,-1,9,297,0,1,0
103,-1,8,297,0,-2,0
104,0,9,297,0,-1,-3
104,-1,9,297,0,-1,0
103,-1,9,297,0,-2,1
103,-1,9,297,1,1,1
104,-1,9,297,0,1,0
103,-1,8,298,0,1,0
103,-1,9,298,0,0,1
103,-1,9,296,0,-1,0
104,-1,7,297,0,0,1
104,-1,8,297,0,0,1
103,-1,9,297,0,1,0
103,-1,9,297,0,1,0
103,-1,9,297,0,-1,0
104,-1,8,296,1,0,0
103,-1,9,297,0,0,0
103,-1,8,296,0,1,0
104,-1,9,296,-1,0,0
104,-1,9,297,0,1,0
104,-1,9,298,0,0,0
104,0,9,298,0,0,0
105,0,9,297,0,-1,0
104,-1,8,297,0,-2,-1
105,0,9,297,1,1,1
103,-1,7,298,0,-1,0
103,0,8,297,0,-2,-1
103,-1,9,297,0,0,0
103,-1,9,296,0,1,0
104,-1,9,296,0,0,0
104,-1,9,296,-1,0,0
103,-1,10,297,-1,0,-1
104,-1,9,296,-1,0,-2
104,-1,8,297,0,0,0
104,-1,9,297,0,-1,0
103,-1,8,297,0,0,0
104,-1,8,297,0,0,0
104,-1,8,297,0,0,0
103,-1,9,297,1,2,1
104,-1,9,296,-2,2,0
103,-1,9,297,0,0,0
103,-1,9,298,0,0,0
104,-1,9,297,0,0,0
103,-1,9,297,0,0,0
104,-1,8,297,1,1,0
104,-1,10,298,0,0,1
103,-1,9,297,0,1,0
104,0,9,298,1,-1,0
104,0,9,298,0,0,-1
104,-1,9,297,0,0,1
103,-1,9,297,0,0,0
104,-1,9,297,0,0,0
104,-1,9,298,0,-2,0
104,-1,9,296,0,0,0
104,-1,8,298,1,0,0
104,-1,9,297,0,0,0
104,-1,8,296,0,2,0
104,-1,9,297,0,1,-1
103,-1,9,297,0,0,0
104,0,9,297,1,1,0
104,-1,9,297,0,0,0
104,-1,7,296,0,0,0
103,-1,8,297,-1,0,1
103,-1,8,298,-2,3,0
103,-1,9,297,0,2,0
103,-1,10,296,0,0,1
104,-1,9,297,0,-1,0
103,0,9,298,0,0,0
104,-1,9,296,0,0,-1
103,-1,9,297,0,0,0
104,-1,8,298,0,0,0
103,-1,9,298,0,2,-1
104,-1,8,297,0,1,0
104,-1,9,298,0,0,0
103,-1,8,298,0,1,0
103,-1,9,297,0,1,0
103,0,9,297,0,0,0
104,-1,10,298,0,2,0
103,-1,8,297,0,-1,0
103,-2,8,298,0,0,0
103,-1,8,296,-2,0,0
104,-1,8,297,0,1,1
103,-1,9,296,-1,0,0
103,-1,9,298,0,0,0
104,-1,9,297,0,-2,0
104,-1,8,298,0,-1,0
104,-1,8,297,0,0,0
104,-1,9,298,0,3,1
104,-1,9,297,0,-1,0
104,-1,10,297,0,0,0
104,-1,8,298,1,1,0
104,-1,9,297,0,0,-2
104,-1,9,297,0,2,0
104,0,9,296,1,0,0
104,-1,9,297,0,0,0
104,-1,8,298,0,0,1
104,-2,8,297,0,1,0
103,0,9,298,0,0,0
104,-1,9,297,1,0,-1
104,-1,9,297,0,0,-1
104,-2,8,296,0,0,0
104,-1,8,296,0,1,0
104,-1,8,297,0,1,0
104,0,9,297,0,0,1
104,0,10,297,-1,1,1
104,0,9,296,0,-2,0
103,-1,9,297,0,-2,1
102,-1,9,298,-1,1,-1
104,-1,9,297,-1,0,0
103,-1,9,296,0,0,0
104,-1,9,296,0,-2,0
104,-2,8,297,0,0,1
104,-1,9,298,0,0,0
103,0,8,298,1,0,0
103,-1,10,298,0,1,0
104,0,9,297,1,0,1
103,-1,9,297,0,-2,0
104,-1,9,298,0,-1,0
104,-1,8,296,0,0,0
104,-1,8,297,0,0,1
104,-1,8,297,0,0,0
104,-1,9,297,0,0,0
104,-1,9,298,0,0,0
103,-1,9,297,1,1,0
103,-1,9,297,0,-1,1
104,-1,9,297,0,1,0
103,-2,9,297,0,0,1
104,-1,9,297,0,1,0
103,-1,9,297,0,2,-1
104,-1,8,297,0,-2,0
103,-1,9,296,0,0,0
104,-1,9,296,0,0,0
103,-1,8,297,0,1,0
104,-1,8,297,-1,-1,0
103,-1,9,298,0,2,1
103,-1,9,297,1,0,0
104,-1,8,297,0,1,0
103,-1,8,297,0,-1,0
104,-1,9,297,0,0,0
103,-1,8,297,0,0,0
104,-1,10,296,2,0,0
103,-1,8,298,-1,0,0
104,-1,8,297,0,0,0
104,-1,8,297,1,-1,0
104,0,10,297,0,0,1
104,-1,8,296,1,-2,0
103,-1,9,298,0,0,0
103,-1,9,297,0,0,0
104,-1,8,297,0,1,-1
104,-1,8,298,0,-1,-1
103,-1,9,297,0,-2,0
104,-1,9,297,0,0,2
104,-1,9,298,0,0,-1
103,-1,9,298,1,1,0
104,-1,9,298,0,0,0
103,0,8,297,0,-1,0
104,-1,8,298,0,0,0
104,-1,8,297,1,0,0
104,-1,9,296,0,0,0
103,-1,10,298,0,0,0
104,-1,9,297,0,0,0
104,-1,8,297,0,0,0
104,0,8,297,0,0,-1
104,-1,8,297,0,1,0
104,-1,9,298,0,0,-1
104,-1,9,298,0,0,0
103,-1,9,298,0,1,1
104,-1,9,296,0,0,0
104,-1,9,298,0,0,0
103,-1,8,298,-1,0,0
103,-1,8,298,0,3,0
104,-1,9,297,0,0,0
104,-1,8,297,0,-1,0
104,-1,9,297,0,-1,0
104,-1,9,296,0,-2,0
104,-1,9,298,0,0,-1
104,0,9,297,0,0,0
104,-1,9,298,0,0,0
104,-1,9,297,-1,-1,0
103,-1,8,296,0,0,0
104,-1,9,298,1,1,-1
104,0,8,297,0,0,0
103,0,9,297,0,1,0
104,-1,10,297,0,0,0
104,-1,8,296,-1,0,0
104,-1,8,297,0,0,1
104,-1,8,297,0,0,0
103,0,9,297,-1,1,0
103,-1,9,298,0,2,0
104,-1,10,296,0,0,0
104,-1,10,298,0,0,0
103,0,9,297,0,0,0
104,-1,8,298,0,0,0
104,-1,9,298,0,1,1
104,-1,9,297,1,0,0
104,-1,9,297,0,-1,-1
104,-1,9,297,1,-1,1
103,-1,9,297,0,2,-1
104,-1,8,298,0,0,-1
103,-1,9,297,0,0,0
103,-1,8,297,0,1,1
104,-1,8,297,1,-2,-1
103,-1,8,297,0,1,0
104,-1,8,297,-1,0,0
104,-1,9,297,0,2,0
104,-1,9,298,0,0,0
104,0,9,297,1,0,0
104,0,9,297,0,0,0
103,-2,9,298,-1,0,1
104,-1,9,298,0,0,0
104,-1,8,297,2,0,-1
104,-1,9,298,0,0,1
104,-1,9,297,-1,0,-1
103,-1,8,297,0,0,0
104,-1,9,298,0,0,0
103,-1,9,298,0,0,0
104,-1,9,297,0,0,2
103,-1,9,296,0,1,0
104,-1,9,298,0,1,0
104,-1,8,297,0,1,0
103,-1,8,298,0,-1,0
104,-1,9,297,0,0,2
103,-1,9,298,0,-2,0
104,-1,9,298,0,0,0
103,-1,9,297,0,0,0
104,-1,9,297,0,0,1
104,-1,8,297,0,0,2
104,-1,8,297,0,-1,-1
104,-1,9,297,0,0,0
104,-1,8,298,0,0,1
104,-1,9,298,0,0,0
104,-1,9,298,0,0,1
104,-1,9,296,0,0,0
104,-1,8,297,0,0,0
104,-1,9,296,0,-1,-1
104,-1,10,296,1,0,0
103,-1,9,298,0,0,0
104,-1,10,298,0,-1,1
104,-1,8,297,0,-2,0
103,-1,8,297,0,0,0
105,-1,9,297,0,0,1
102,0,9,296,0,0,-2
103,-1,9,297,0,2,1
104,-1,8,296,0,0,0
104,-1,9,297,0,0,0
104,-1,8,297,0,1,0
103,-1,9,296,0,2,0
103,-1,9,296,-1,-1,0
104,-1,10,298,-1,0,-1
105,-1,8,298,0,-1,0
103,-1,9,296,0,0,0
103,-1,8,297,-1,1,1
103,0,10,297,0,0,0
104,0,8,298,1,-1,0
104,0,9,297,0,0,1
104,-1,9,297,0,0,-1
104,-1,9,298,1,0,0
103,0,8,298,0,0,0
103,-1,10,297,1,0,0
104,-1,9,297,0,0,0
104,0,10,297,1,0,0
104,-1,8,297,0,0,0
104,-1,8,297,0,2,0
104,-1,8,298,-1,0,0
103,0,9,297,0,1,0
103,-1,8,296,0,0,-1
104,0,9,297,0,-1,0
103,-1,8,298,0,0,0
104,-1,9,297,-1,0,0
104,0,8,297,-2,-1,0
103,-1,9,298,0,-2,0
103,-1,8,297,0,0,0
104,-1,8,298,0,2,0
103,-1,9,298,0,0,0
104,-1,8,297,0,0,0
104,-1,8,298,1,0,0
104,-1,8,297,0,-1,0
104,-1,8,298,0,0,-1
104,-1,9,297,-1,0,1
104,-1,9,296,1,0,0
104,-1,8,297,0,1,1
103,-1,9,299,0,1,0
104,-1,8,297,0,0,0
104,-1,9,297,0,1,0
104,-1,8,297,0,-2,0
104,0,8,297,0,0,1
104,-2,9,296,-1,0,0
104,-1,9,298,0,1,0
104,-1,9,298,1,0,0
103,0,9,297,0,0,-1
104,-1,10,298,0,1,0
104,-1,9,298,0,1,0
104,-1,9,297,0,0,0
104,-2,9,296,0,0,0
103,-1,9,297,0,1,0
103,0,9,298,0,1,0
104,0,8,297,0,0,0
104,-1,9,297,0,0,-1
102,-1,7,298,0,0,0
104,0,9,298,1,0,0
104,-1,9,297,0,-1,0
103,-1,9,297,0,1,0
103,-1,9,298,0,0,0
104,-2,9,297,0,2,0
103,-1,9,298,-1,-1,0
104,0,9,297,0,-1,0
103,-1,9,296,1,-2,0
104,-1,8,297,0,0,0
104,-1,8,298,0,0,0
103,-1,8,297,1,0,1
104,-1,9,298,0,1,0
103,0,9,298,0,1,0
103,-1,9,297,0,0,1
103,-1,8,297,0,0,0
103,-1,9,298,-2,1,0
104,-1,9,298,0,0,0
105,-1,8,297,0,1,0
103,0,9,298,0,0,0
104,-1,8,297,1,0,0
104,-2,9,297,0,0,0
104,-1,8,296,1,2,0
104,-1,8,296,0,0,0
104,-1,8,297,0,-2,0
103,-1,9,297,1,0,0
103,-1,8,297,0,0,1
104,-1,8,298,1,2,0
105,-1,8,298,0,1,0
104,-1,9,298,0,1,0
103,-1,11,298,-1,1,0
103,0,9,297,0,0,1
104,-1,8,298,-1,0,0
104,0,9,297,0,0,-1
103,-1,9,297,0,0,1
104,-1,9,298,0,3,0
104,-1,10,298,0,1,0
104,-1,7,297,-1,0,0
104,-1,7,297,0,0,0
104,0,8,297,0,0,2
104,-1,9,298,1,0,1
103,-1,10,298,0,0,0
103,-1,9,297,0,0,1
104,0,9,298,0,0,1
104,-1,8,297,0,1,0
103,-1,9,298,0,0,0
103,-1,9,297,0,0,0
104,0,9,298,0,-2,1
103,0,9,296,0,0,0
103,-1,8,298,0,2,0
104,-1,8,297,0,1,-1
105,-1,10,297,0,-1,0
104,-1,10,298,0,-2,-1
104,-1,8,297,0,0,0
104,-1,8,298,0,0,0
103,-1,9,297,-1,2,0
104,-1,9,297,0,-2,-2
104,-1,7,298,0,-1,0
104,-1,7,298,0,2,0
104,0,9,298,0,4,1
104,-1,9,297,0,0,0
104,-1,10,298,0,-3,0
103,-1,9,298,0,0,0
104,-1,9,298,0,-1,1
103,0,8,297,0,0,1
104,-1,8,297,0,0,0
104,-1,8,296,1,0,1
103,-1,9,296,-1,0,1
103,0,9,297,0,-2,-1
103,0,9,296,0,0,0
103,-1,9,297,-1,-2,0
104,-1,8,297,0,-2,0
103,-1,8,297,0,0,0
